cik,cusip6,cusip8
1049664.0,794093,79409310
24454.0,216669,21666910
50493.0,736800,736800
810536.0,337907,33790710
867347.0,85856W,85856W10
1160347.0,745867,74586710
46738.0,423328,42332810
33934.0,268953,26895310
32908.0,947074,94707410
893816.0,45664X,45664X10
1002178.0,806832,80683210
804073.0,548900,54890010
9096.0,056543,05654310
1126294.0,75952B,75952B10
1100871.0,29382W,29382W10
913285.0,499866,49986610
23341.0,343400,343400
1009900.0,609044,60904420
1071749.0,915301,91530120
873998.0,112986,112986
1035374.0,89150E,89150E10
9235.0,057213,05721310
920600.0,313819,31381910
791885.0,876556,87655620
1021706.0,572300,572300
73942.0,677143,67714310
1028122.0,92553N,92553N10
719597.0,319874,319874
884042.0,290890,29089010
1077535.0,164154,16415410
885725.0,943112,94311218
753281.0,02686E,02686E10
1089695.0,020164,02016491
878736.0,564055,56405510
918765.0,481500,481500
779681.0,925322,92532210
1051379.0,598251,59825110
802851.0,414100,414100
1019731.0,04362X,04362X20
1047947.0,268423,26842310
813619.0,509400,509400
1040328.0,158787,15878710
1029506.0,751028,75102810
899714.0,904763,90476320
948844.0,893885,89388510
315428.0,03037B,03037B10
949156.0,706500,706500
943823.0,917080,917080
911708.0,741570,74157020
1110361.0,296016,29601610
46109.0,418398,41839810
877808.0,289660,28966010
1091667.0,16117M,16117M10
1107112.0,290787,29078710
850083.0,052673,05267310
872835.0,26884F,26884F10
1037599.0,253624,25362410
1041954.0,45031T,45031T10
828678.0,33761X,33761X30
758830.0,87161L,87161L10
898660.0,857689,85768910
900367.0,465855,46585510
782819.0,376775,37677510
949322.0,00204C,00204C10
942133.0,365235,36523510
1082484.0,87815X,87815X10
943756.0,253756,25375610
1094635.0,81424D,81424D10
1081154.0,129897,12989710
1085586.0,458726,45872610
94056.0,239400,239400
875657.0,728300,728300
1004960.0,208192,20819210
783765.0,293978,29397850
311871.0,732827,73282710
891103.0,902984,90298410
30140.0,261876,26187610
1039065.0,710800,710800
914373.0,470457,47045710
883902.0,628852,62885210
32312.0,233300,233300
1089558.0,N21590,N2159010
788329.0,541100,541100
716634.0,286800,286800
876523.0,895300,895300
889930.0,690213,69021310
906908.0,893764,89376410
945734.0,453414,45341410
354869.0,318677,31867710
22912.0,204795,20479530
813828.0,925524,92552410
1144528.0,038521,03852110
914923.0,033037,03303710
720145.0,366025,366025
787849.0,985021,98502110
847466.0,570600,570600
820067.0,866013,866013
878230.0,421939,42193930
1108933.0,12479Q,12479Q10
40779.0,36225X,36225X10
940181.0,83170A,83170A20
878280.0,795757,79575710
1077522.0,88022J,88022J10
1077618.0,M7524R,M7524R10
1033030.0,298796,29879610
856164.0,394400,394400
101844.0,63545P,63545P10
1016289.0,693677,69367710
1074369.0,203634,20363410
835538.0,285296,28529620
912086.0,87151H,87151H10
1108828.0,956909,95690910
949606.0,87956P,87956P90
1004963.0,221630,22163010
707805.0,902910,90291010
1110891.0,10382K,10382K10
74058.0,678042,67804210
1091756.0,450732,45073210
902055.0,288398,28839810
851560.0,876090,87609010
1000578.0,922018,92201810
881889.0,293310,29331010
16160.0,617350,617350
3982.0,019645,01964540
887151.0,68750J,68750J10
1037249.0,710879,71087910
18180.0,148443,14844310
101199.0,910331,91033110
888358.0,669937,66993710
1054836.0,020147,02014738
1050025.0,453900,453900
1128227.0,020584,02058410
826773.0,670099,67009910
908486.0,32054B,32054B10
811612.0,200641,20064110
813945.0,757300,757300
1059155.0,398081,39808110
912767.0,020147,02014780
75681.0,704227,70422710
1107112.0,290797,29079710
1004985.0,270319,27031910
885540.0,226530,22653010
276641.0,848457,84845710
1005969.0,376300,376300
78853.0,567700,567700
846909.0,126920,12692010
5133.0,026375,02637520
817473.0,024937,02493710
719494.0,457656,45765610
28372.0,250685,25068510
1037682.0,94155N,94155N10
18937.0,562500,562500
1035632.0,000788,00078810
1053384.0,37243R,37243R10
1095157.0,133766,13376610
1108185.0,00429P,00429P10
1080667.0,25500M,25500M10
1101239.0,29444U,29444U10
73088.0,668074,66807410
1114365.0,231292,23129210
706698.0,252800,252800
1128790.0,90068M,90068M10
916529.0,284871,28487110
912958.0,L6388F,L6388F10
29233.0,45666P,45666P10
99982.0,741004,74100410
934520.0,49925M,49925M10
710389.0,501128,50112820
826821.0,156713,15671310
805370.0,181512,18151210
887904.0,23243T,23243T10
838879.0,00167K,00167K40
943548.0,25189P,25189P20
1082506.0,683718,68371810
85462.0,780076,78007610
1037649.0,458738,45873810
1047716.0,020164,02016452
1027401.0,03072H,03072H10
1066117.0,29081N,29081N10
1089909.0,004093,00409310
892907.0,849163,84916310
887568.0,525631,525631
806624.0,247909,24790910
878720.0,766574,76657420
63416.0,577778,57777810
914479.0,554700,554700
1095529.0,37940E,37940E10
1036629.0,090951,09095110
1072765.0,45865R,45865R20
44471.0,401794,40179410
905897.0,943112,94311218
935497.0,55268N,55268N10
768162.0,543649,543649
874038.0,855156,85515630
860743.0,35177K,35177K10
25354.0,419400,419400
850364.0,019228,01922893
1068201.0,858419,85841910
750004.0,053323,05332310
77106.0,707389,70738910
1081197.0,37957V,37957V10
806817.0,476153,47615310
937293.0,46018M,46018M10
1069258.0,97653A,97653A10
1027443.0,899690,89969010
768162.0,514614,51461410
742275.0,088115,08811510
95574.0,671400,671400
906107.0,29476L,29476L81
1086844.0,009367,00936710
49906.0,452704,45270450
1066194.0,28225C,28225C10
913358.0,876628,87662860
1079996.0,749117,74911720
934858.0,20364V,20364V10
1094348.0,290151,29015110
1041380.0,92553H,92553H10
1041368.0,253500,253500
1084722.0,362555,36255510
781902.0,940901,94090120
742876.0,264175,26417510
1026214.0,313400,31340030
1072546.0,71713J,71713J10
737758.0,943112,94311218
39677.0,053494,05349410
78536.0,893767,89376730
1020416.0,872941,87294110
1027752.0,66977W,66977W10
932697.0,319301,31930110
1140472.0,01853V,01853V10
920605.0,97563A,97563A10
1030715.0,919792,91979210
49029.0,444482,44448210
893486.0,802013,80201310
1116152.0,M01690,M0169010
95521.0,943112,94311218
762953.0,45815R,45815R10
818074.0,016557,01655740
756894.0,067901,06790110
893188.0,210306,21030630
862480.0,425200,425200
1096958.0,683477,68347790
1047693.0,020164,02016497
1073349.0,103188,10318810
1068875.0,45678T,45678T10
1158449.0,00751Y,00751Y
881790.0,220350,220350
1093779.0,169657,16965710
893821.0,020174,02017458
883925.0,105884,10588410
923877.0,704231,70423110
865752.0,411310,41131010
1091440.0,64110N,64110N10
1108345.0,45320V,45320V10
925779.0,719132,71913210
1001614.0,88033R,88033R30
1002044.0,45662Y,45662Y10
83588.0,761695,76169510
1097641.0,81788Q,81788Q10
1098462.0,020147,02014769
1095330.0,87155S,87155S10
1071598.0,69371Y,69371Y10
1061736.0,020164,02016451
1004608.0,723454,72345410
1015868.0,901774,90177410
912093.0,466125,46612510
906829.0,205253,20525310
808246.0,320103,32010310
6955.0,00508x,00508x10
1013148.0,984149,98414910
872443.0,35921W,35921W10
873860.0,675746,67574610
1085482.0,890333,89033310
43704.0,308229,308229
1113148.0,254675,25467510
1094058.0,280597,28059710
765880.0,421915,42191510
724571.0,454627,454627
917692.0,582524,58252410
1109537.0,04648K,04648K10
887591.0,600585,600585
881539.0,071900,07190010
1068170.0,57059T,57059T20
1068292.0,180461,18046110
1098570.0,45073P,45073P10
1128288.0,020436,02043610
1132327.0,457750,45775010
1012394.0,616400,616400
1103345.0,073677,07367710
944304.0,00205P,00205P10
1070778.0,911300,91130020
1089542.0,784121,78412110
771934.0,048556,04855610
928950.0,613050,613050
95516.0,020147,02014732
316647.0,210795,21079530
819706.0,750862,75086210
1086939.0,66986W,66986W10
889329.0,15745J,15745J20
915390.0,039392,03939210
863893.0,293940,29394010
720154.0,09058M,09058M10
940298.0,565005,56500510
101821.0,137003,13700310
893847.0,301309,30130910
910619.0,60886R,60886R10
317093.0,943112,94311218
1003113.0,60751C,60751C10
1160425.0,80556P,80556P30
82166.0,453150,453150
824169.0,65332V,65332V10
720481.0,267927,26792710
855612.0,98974P,98974P10
202890.0,26873N,26873N10
104599.0,172737,17273710
45791.0,88830M,88830M10
1080955.0,02342R,02342R20
215219.0,077905,07790510
1001290.0,225305,22530590
1009781.0,284560,28456010
811589.0,266096,266096
1092013.0,860100,860100
356037.0,300613,300613
929037.0,361200,361200
108516.0,943112,94311218
1051719.0,91018B,91018B10
892653.0,259500,259500
1024401.0,293561,29356110
78853.0,724508,72450810
76605.0,399842,399842
1084408.0,923436,92343610
1089909.0,044093,04409310
842021.0,22087M,22087M10
930541.0,553519,55351910
22444.0,967629,967629
1081182.0,61910V,61910V10
1085302.0,009367,00936710
723211.0,436075,436075
37914.0,344820,34482010
1060349.0,36239Y,36239Y10
810509.0,640518,64051810
887997.0,020164,02016482
1113107.0,199200,199200
885694.0,223032,22303210
1026380.0,76115Q,76115Q10
1038083.0,88633M,88633M10
737602.0,926604,92660410
77155.0,707832,70783220
1163563.0,042595,04259510
1132809.0,059361,05936110
1078073.0,62473M,62473M10
931707.0,57772G,57772G10
1078075.0,65115t,65115t10
1001627.0,18272M,18272M10
1141517.0,520780,52078010
1101396.0,191011,191011
1111863.0,020147,02014771
892157.0,40417C,40417C10
874734.0,688582,68858210
1132515.0,166435,16643510
712511.0,879202,87920210
1054579.0,702500,702500
1132907.0,42369K,42369K11
812700.0,368145,36814510
822206.0,29425Y,29425Y10
785186.0,36237J,36237J10
1088771.0,551146,55114610
840886.0,320724,32072410
879106.0,052776,05277610
883324.0,398500,398500
723639.0,051503,05150310
886046.0,042764,04276410
709355.0,463950,463950
1026114.0,24688Q,24688Q10
1087243.0,00437W,00437W10
924822.0,600551,60055110
1084752.0,268763,26876310
1094561.0,74913K,74913K10
1114973.0,00761E,00761E10
821002.0,532965,532965
46205.0,419849,41984910
1120236.0,686286,68628610
818010.0,292825,292825
1022703.0,683372,68337210
1000301.0,023161,02316110
1095583.0,00757V,00757V10
805020.0,904571,90457130
277923.0,765400,765400
46709.0,423319,42331910
774203.0,929771,92977110
1049895.0,584131,58413110
752714.0,735600,735600
1135017.0,49455U,49455U10
704508.0,619821,61982110
1005387.0,314900,314900
1135554.0,65746P,65746P10
742054.0,628729,62872910
758743.0,319606,319606
819334.0,131916,13191610
919239.0,038095,03809561
1003022.0,989139,98913910
778164.0,262094,26209410
1071598.0,46059C,46059C10
723603.0,991640,991640
1000227.0,872226,87222610
1114937.0,629407,62940710
786765.0,655875,655875
927454.0,253918,25391810
917333.0,020164,02016495
727347.0,203421,20342150
906110.0,892081,89208110
808220.0,784652,78465210
1018074.0,144460,14446010
915781.0,74974R,74974R10
1079270.0,53220Q,53220Q10
1046587.0,39115R,39115R10
1058704.0,70468N,70468N10
61339.0,557497,55749710
915508.0,14887T,14887T10
1035513.0,33762X,33762X10
1072397.0,120738,12073830
861438.0,71940K,71940K10
31660.0,619264,619264
914670.0,719087,719087
927600.0,012873,01287310
1079182.0,653520,65352010
1026221.0,369147,36914710
790818.0,983857,98385710
793158.0,534183,53418310
1016139.0,016714,01671410
923529.0,216844,21684410
1081338.0,454533,45453310
825692.0,140909,14090910
723188.0,203607,20360710
1120193.0,631103,631103
1086434.0,05069B,05069B90
1072888.0,46119E,46119E10
14995.0,160750,160750
1091530.0,125127,12512710
909276.0,371600,371600
1003265.0,029014,02901401
73960.0,337932,33793210
1019265.0,741597,74159710
2491.0,01859P,01859P60
749037.0,68389P,68389P90
1082064.0,M15633,M1563310
782126.0,97815W,97815W10
856716.0,958259,95825910
945437.0,884000,884000
892553.0,16115Q,16115Q10
778437.0,026791,02679120
899881.0,743410,74341030
797448.0,290375,29037510
1009833.0,742476,74247610
93384.0,853626,85362610
1084048.0,46626E,46626E20
1025953.0,669947,66994740
822076.0,434902,43490210
819539.0,640204,64020430
1021352.0,46611Q,46611Q40
1073292.0,60877P,60877P10
1056673.0,303094,30309410
1127508.0,020147,02014757
1072806.0,335100,335100
724533.0,026862,02686210
1074543.0,31867T,31867T10
704460.0,387900,387900
1081049.0,302549,30254910
1022899.0,600176,60017610
721237.0,354900,354900
943892.0,872443,87244340
917126.0,892800,892800
1121936.0,M97385,M9738511
720013.0,19652U,19652U10
892968.0,942712,94271210
1082540.0,37248X,37248X20
1015859.0,943112,94311218
923687.0,81413P,81413P20
1125631.0,43358F,43358F10
1090215.0,644381,64438101
103220.0,577933,57793310
1017813.0,702915,70291510
1050894.0,437183,43718310
1057758.0,887319,88731910
1049210.0,255064,25506410
1045944.0,191891,19189110
1100663.0,464287,46428764
1026266.0,87287N,87287N90
1077552.0,37245X,37245X10
896265.0,368246,368246
1096114.0,26830Q,26830Q10
1005501.0,759929,75992910
1071255.0,521825,521825
891293.0,150934,15093410
1116521.0,053499,05349910
77159.0,688500,688500
805730.0,12232C,12232C10
1060021.0,09247X,09247X10
60302.0,543213,54321310
84636.0,943112,94311218
943064.0,38982K,38982K10
1098972.0,037032,03703210
1122787.0,943112,94311218
921439.0,989859,98985910
1061762.0,892148,89214820
830158.0,50540L,50540L10
1094286.0,94113u,94113u10
276331.0,294200,294200
1041844.0,020164,02016458
1078577.0,03828R,03828R10
1002114.0,725811,72581110
319256.0,812387,81238710
1035426.0,22575M,22575M10
1016281.0,965900,965900
55698.0,337610,33761010
869570.0,78462k,78462k10
3721.0,018091,01809110
1091212.0,G05354,G0535411
39677.0,428400,428400
311099.0,450058,45005810
1054097.0,861273,86127310
60751.0,549271,54927110
718903.0,344905,34490510
225463.0,883525,883525
899660.0,842157,84215710
921582.0,020147,02014797
854460.0,458727,45872710
1093221.0,709632,70963210
310624.0,027352,02735210
1069822.0,615337,61533710
72945.0,666807,66680710
1098402.0,925912,92591210
919226.0,832727,83272710
4611.0,290550,290550
875809.0,020164,02016492
1141363.0,92554D,92554D10
904973.0,37246E,37246E10
1025148.0,606925,60692510
741696.0,382371,38237103
907152.0,86769Y,86769Y10
1053148.0,46060X,46060X10
802356.0,930000,930000
826083.0,247025,24702510
277928.0,872479,87247988
1002816.0,441610,441610
949297.0,023178,02317810
1008136.0,043743,04374320
1002590.0,85512C,85512C20
1011449.0,864444,86444410
56594.0,500458,50045840
1060964.0,020147,02014754
1041061.0,895953,89595310
946936.0,250639,25063910
897078.0,33762N,33762N20
80255.0,750857,75085710
872589.0,020121,02012198
1014041.0,859151,85915110
1013453.0,91888T,91888T20
1080306.0,736126,73612610
1010002.0,197231,19723110
1059763.0,006228,00622810
60667.0,548661,54866110
1067419.0,605200,60520020
3545.0,410600,410600
942129.0,361692,36169210
915754.0,204412,20441210
1110805.0,91913W,91913W10
912623.0,657467,65746710
730349.0,88906B,88906B10
828146.0,458751,45875110
1012881.0,30224T,30224T87
11454.0,083739,08373910
1058177.0,514756,51475610
727008.0,233775,233775
867840.0,740294,74029410
1078693.0,421903,42190310
1085586.0,458727,45872710
949872.0,284155,28415510
838877.0,890030,89003020
93389.0,809350,809350
1032174.0,163072,16307210
1099363.0,64122G,64122G10
312037.0,923333,92333310
1095858.0,45070W,45070W10
315816.0,809090,80909010
881905.0,910900,910900
885533.0,701400,701400
923149.0,492500,492500
800454.0,470883,47088310
1066806.0,208251,20825130
1009532.0,11161P,11161P20
878903.0,02144G,02144G10
1095442.0,D1497A,D1497A10
1006837.0,741929,74192910
1129137.0,02364W,02364W10
1097984.0,897868,89786810
1052303.0,880775,88077510
928422.0,020143,02014340
351834.0,852559,85255910
1113247.0,48265R,48265R10
855272.0,535200,535200
101271.0,910671,91067110
73822.0,862701,86270130
1082114.0,530718,53071810
914444.0,P8797T,P8797T13
877931.0,04314L,04314L10
822662.0,487400,487400
1158387.0,020164,02016448
910110.0,707247,70724710
277135.0,943112,94311218
105634.0,056265,05626554
1096934.0,82980W,82980W10
1010247.0,605300,605300
911360.0,P74823,P7482310
65873.0,020039,02003910
1124804.0,019886,01988610
780434.0,761230,76123010
740763.0,794721,79472110
846538.0,441200,441200
906193.0,493143,49314320
54473.0,484836,48483610
1078259.0,816658,81665810
350832.0,540000,540000
1040017.0,917920,91792010
1043186.0,02368F,02368F10
1092319.0,126419,12641910
865231.0,00339B,00339B10
1093636.0,89601T,89601T10
311407.0,59500W,59500W10
1101395.0,26410P,26410P10
866273.0,709200,709200
75488.0,694308,69430869
2178.0,212200,212200
1049253.0,020164,02016487
201739.0,020147,02014729
827056.0,98950E,98950E40
1113474.0,020147,02014742
1064648.0,545754,54575410
874396.0,531926,53192610
1046112.0,531400,531400
75042.0,688222,68822220
945123.0,826800,826800
1050112.0,037023,03702310
1066651.0,693187,69318710
909736.0,887336,88733610
1060326.0,46114Q,46114Q10
1000235.0,70335P,70335P10
48732.0,75952J,75952J10
74928.0,127000,127000
105936.0,95751D,95751D10
58361.0,523768,52376820
99302.0,358400,358400
107833.0,976843,97684380
1132143.0,86729P,86729P10
893335.0,739905,73990510
912767.0,020147,02014778
820757.0,160902,16090210
1123337.0,034553,03455310
895361.0,M7061C,M7061C10
102588.0,835637,83563710
732926.0,45578L,45578L10
103341.0,747399,74739910
64782.0,896106,89610610
1123568.0,45769A,45769A10
277923.0,719567,71956710
858339.0,413619,41361910
747205.0,266776,266776
34956.0,87162Q,87162Q10
925963.0,844271,84427110
830134.0,583500,583500
1108782.0,141726,14172610
868780.0,590700,590700
842699.0,72813P,72813P10
906933.0,82567D,82567D10
1030058.0,98156L,98156L30
46195.0,694058,69405810
895450.0,969199,96919910
1116141.0,87157A,87157A10
1041868.0,G6674P,G6674P10
1012704.0,902700,902700
65100.0,590188,59018810
701347.0,125903,12590310
1081665.0,64120S,64120S10
802242.0,309500,309500
775662.0,320682,32068210
206030.0,546151,54615109
1034842.0,766559,76655910
869495.0,019120,01912010
832489.0,238326,23832610
874212.0,231264,23126410
919239.0,380956,38095610
1020359.0,47102C,47102C30
1002638.0,020147,02014724
1094286.0,94113U,94113U10
1065049.0,521863,52186310
808246.0,498000,498000
883326.0,822800,822800
107454.0,747885,747885
1021387.0,887315,88731510
851737.0,518081,51808110
929887.0,037604,03760420
790925.0,826197,82619750
1030749.0,550100,550100
1091862.0,227116,22711610
1019433.0,254668,25466810
900017.0,234400,234400
1098462.0,591232,59123290
895677.0,29251Q,29251Q10
764244.0,461142,46114210
1108332.0,M0861T,M0861T10
75234.0,69073F,69073F10
791450.0,341600,341600
88790.0,816119,81611910
1091535.0,019496,01949610
1097882.0,207540,20754010
1079893.0,45103B,45103B10
949870.0,100577,10057710
33656.0,297659,29765910
809697.0,911312,91131210
60731.0,501921,50192110
892495.0,171116,17111630
912766.0,871399,87139910
1019508.0,381197,38119710
1133882.0,V8726M,V8726M10
905722.0,376900,376900
54991.0,943112,94311218
900268.0,656531,65653160
1011664.0,020147,02014736
718924.0,168400,168400
1007581.0,476500,476500
1129446.0,00845V,00845V10
907686.0,133765,13376510
104030.0,262300,262300
320335.0,891027,89102710
880892.0,920929,92092910
54502.0,49455P,49455P10
1002902.0,911498,91149810
818008.0,577150,577150
746210.0,926707,92670710
944950.0,18681E,18681E10
922810.0,368473,36847310
1040853.0,71721Q,71721Q10
70793.0,628782,62878210
931059.0,966200,966200
794367.0,31410H,31410H10
40493.0,41163G,41163G10
12180.0,905271,90527102
926966.0,010317,01031710
820318.0,826320,826320
1004317.0,462846,46284610
1084140.0,904918,90491820
1085866.0,262506,26250610
897082.0,411615,41161510
1024678.0,748798,74879810
1030561.0,305204,30520410
811809.0,112169,11216910
894572.0,504200,504200
1018946.0,858600,85860090
837290.0,493138,49313810
103872.0,987900,987900
946453.0,842233,84223310
1054070.0,266905,26690520
718074.0,917255,917255
881924.0,329900,329900
318819.0,030411,03041110
763098.0,761232,76123230
1064122.0,812600,812600
318259.0,898500,898500
1046212.0,68210T,68210T10
797468.0,943112,94311218
1061895.0,45069F,45069F10
831547.0,640656,64065610
1025711.0,74270W,74270W10
770949.0,758110,75811010
913676.0,20440W,20440W10
1045445.0,353600,353600
863680.0,14159W,14159W10
722077.0,419615,419615
1142406.0,59507X,59507X10
807524.0,298900,298900
918946.0,109473,10947310
716006.0,943112,94311218
1091271.0,741379,741379
708818.0,335000,335000
34285.0,566400,566400
881468.0,847248,84724810
812128.0,947300,947300
1029023.0,871630,87163010
66756.0,018522,01852210
732485.0,372917,37291710
885195.0,583921,58392110
1012956.0,00790K,00790K10
1060531.0,08860E,08860E30
1113474.0,70211Y,70211Y10
1123266.0,020164,02016496
1074767.0,46588H,46588H10
351998.0,493000,493000
919628.0,12561E,12561E10
891504.0,630795,63079510
944142.0,879924,87992410
1034941.0,730000,730000
780571.0,511600,511600
1010915.0,29669A,29669A10
832820.0,482434,48243406
1072048.0,84760T,84760T10
866609.0,943112,94311218
1013220.0,94973H,94973H10
1049895.0,632300,632300
75488.0,694308,69430868
1057709.0,144433,14443310
872855.0,494015,494015
798916.0,47508W,47508W10
1013687.0,522450,522450
46445.0,359575,359575
1057507.0,761183,76118310
1058289.0,52886P,52886P10
32870.0,749056,74905610
89270.0,296900,296900
1038363.0,591324,59132410
1053507.0,029912,02991220
832769.0,437304,43730410
352789.0,462030,46203030
944624.0,020147,02014751
1063921.0,721596,72159610
934448.0,253921,25392110
891035.0,206013,20601310
93444.0,784626,78462610
1015922.0,020164,02016468
1103234.0,608507,60850710
94601.0,838300,838300
868512.0,435569,43556910
79035.0,727493,72749310
9342.0,057741,05774110
33619.0,943112,94311218
1003265.0,290140,29014010
60911.0,007548,00754810
1060439.0,69039R,69039R10
936395.0,171779,17177910
728389.0,636320,63632010
1103406.0,74111V,74111V10
1105519.0,M81869,M8186910
916230.0,743663,74366330
818969.0,743859,74385910
1070235.0,020147,02014753
1060490.0,221009,22100910
1029738.0,53219K,53219K10
1088771.0,551137,55113710
1022368.0,948603,94860310
1000577.0,366700,366700
1089341.0,879300,87930010
1077596.0,24804S,24804S10
1102741.0,828820,82882010
924632.0,45950T,45950T10
1035916.0,59501M,59501M10
718909.0,329400,329400
896259.0,570363,57036310
75644.0,988910,98891010
1092099.0,230406,23040610
766456.0,695112,69511210
909226.0,88018X,88018X10
1065865.0,860831,86083110
1032033.0,90390U,90390U10
354964.0,441815,44181510
926763.0,001963,00196310
318380.0,74460D,74460D72
75488.0,69331C,69331C10
1060770.0,868161,86816110
858629.0,662500,662500
86312.0,792860,79286010
1005126.0,20268X,20268X10
1015399.0,195910,19591010
930795.0,625900,625900
1092570.0,756240,75624030
278041.0,454186,454186
1112987.0,45844R,45844R10
718446.0,565757,56575710
94328.0,860342,86034210
1053924.0,038327,03832710
1003214.0,827057,82705710
107681.0,974280,97428010
1030418.0,712900,712900
1038005.0,125960,12596010
1108487.0,903474,90347430
85462.0,987900,987900
724138.0,020147,02014731
1070752.0,226153,226153
883983.0,902400,902400
30371.0,264399,26439910
1103389.0,453077,45307710
51103.0,228700,228700
893965.0,72764Y,72764Y10
1010612.0,943112,94311218
910521.0,535300,535300
927760.0,600100,600100
69960.0,337900,337900
90057.0,825791,82579110
29332.0,818988,818988
1063980.0,180668,18066810
707855.0,742282,74228210
1045986.0,020147,02014737
805792.0,983100,983100
868780.0,749124,74912410
891024.0,666499,66649920
893577.0,144418,14441810
908937.0,82966U,82966U10
933461.0,319979,31997910
823560.0,58462R,58462R50
724606.0,359900,359900
1046257.0,219023,21902310
1012887.0,943112,94311218
912764.0,48266R,48266R10
1054833.0,222862,22286210
27096.0,238113,23811310
1095701.0,718193,71819310
1030485.0,640497,64049710
51410.0,460043,46004310
1092283.0,26830H,26830H10
1083712.0,44979N,44979N10
93676.0,274150,274150
934851.0,564491,56449110
811596.0,483007,48300710
866873.0,24522P,24522P10
32522.0,M40168,M4016810
932691.0,320218,32021810
919794.0,92672p,92672p10
905895.0,436141,43614110
949968.0,356602,35660210
1106917.0,810883,81088310
63528.0,394000,394000
21344.0,191216,19121610
945983.0,365900,365900
1060801.0,22674V,22674V10
76282.0,854317,854317
65270.0,943112,94311218
891284.0,553103,55310310
1109401.0,31787C,31787C10
723924.0,399600,399600
1061219.0,293792,29379210
763907.0,33741H,33741H10
769207.0,315831,31583110
1166362.0,864087,86408710
737207.0,465900,465900
1114700.0,020147,02014747
351012.0,943112,94311218
1060964.0,020164,02016493
847925.0,709796,70979610
53025.0,431000,431000
1120914.0,693282,693282
1022974.0,243586,24358610
1038683.0,020164,02016480
879529.0,020147,02014784
1001082.0,278762,27876210
1025169.0,674391,67439110
1031329.0,75040K,75040K10
1090009.0,39607Y,39607Y10
1112880.0,040175,04017510
1089510.0,01167P,01167P10
1020905.0,09688T,09688T10
1114872.0,60038B,60038B10
780127.0,562400,562400
89800.0,943112,94311218
1119307.0,652463,65246310
719274.0,375175,37517510
913341.0,12466Q,12466Q10
943895.0,255911,25591110
857005.0,699173,69917310
774937.0,928400,928400
779733.0,685906,68590610
829608.0,693451,69345110
1032347.0,751448,75144890
1076411.0,162672,16267210
1002125.0,00753C,00753C10
1035181.0,928369,92836930
934860.0,833582,83358210
1024564.0,102112,10211291
870228.0,87159E,87159E30
1011694.0,001947,00194710
6207.0,485436,485436
1111634.0,983764,98376410
1018840.0,01741R,01741R10
878483.0,068313,06831310
80172.0,526350,526350
1039300.0,110419,11041910
924646.0,553409,55340910
821995.0,197779,19777910
350644.0,808631,80863110
1081404.0,64108P,64108P10
71478.0,413929,413929
769520.0,791044,791044
801128.0,325307,325307
918577.0,779088,77908810
1081197.0,379571,37957110
866734.0,110415,11041510
883811.0,452729,45272910
1065633.0,64122D,64122D50
1053924.0,335256,335256
872448.0,049513,049513
15840.0,459100,459100
891106.0,737273,737273
874265.0,371912,37191210
100331.0,90130N,90130N10
921500.0,924500,924500
1070534.0,65332E,65332E10
1093468.0,83437Q,83437Q10
826253.0,051526,05152610
1127395.0,72346U,72346U10
897448.0,020143,02014348
1078276.0,G6116R,G6116R10
77360.0,709631,70963110
1064728.0,704556,70455610
926783.0,51504L,51504L10
1020828.0,778162,77816210
945276.0,439500,439500
910110.0,621300,621300
720672.0,431650,431650
1033012.0,991535,991535
1047643.0,00751B,00751B10
739404.0,22025Y,22025Y30
1126899.0,808188,80818810
1092536.0,311877,31187710
924645.0,58439C,58439C10
890634.0,960300,960300
1039167.0,29250D,29250D10
1009480.0,876123,87612310
1042801.0,857550,85755010
909950.0,019223,01922310
1052357.0,020002,02000289
1089976.0,695257,69525710
898777.0,46062R,46062R10
61611.0,560483,56048310
948034.0,459000,459000
883324.0,235691,23569110
75049.0,880000,880000
701650.0,05366B,05366B10
908311.0,693434,69343410
919004.0,832197,83219710
935802.0,035250,03525010
854071.0,152100,152100
929031.0,387000,387000
1025995.0,460342,46034210
1123333.0,84749r,84749r10
865084.0,943112,94311218
107874.0,782475,782475
109177.0,125230,125230
717059.0,952145,95214510
1084827.0,64115P,64115P10
216228.0,450911,45091110
946345.0,926919,92691930
917770.0,31563b,31563b10
1019376.0,496400,496400
1052773.0,048523,04852310
880858.0,538216,538216
883980.0,319963,31996310
910655.0,637277,63727710
104207.0,931422,93142210
762128.0,709796,70979610
1061646.0,090327,09032710
777676.0,68389X,68389X10
1066118.0,87944E,87944E10
1028584.0,45665A,45665A10
1022536.0,712300,712300
902276.0,609200,60920010
929697.0,369332,36933220
1143566.0,300349,30034910
1093802.0,65333U,65333U10
96638.0,007942,00794220
23055.0,39943Y,39943Y10
921366.0,361200,361200
1014920.0,462500,462500
895456.0,774830,77483010
1120155.0,204853,20485310
765258.0,45245W,45245W10
812890.0,320200,320200
1088393.0,45246M,45246M10
916836.0,465917,46591710
1081630.0,42222H,42222H
846378.0,55272N,55272N10
716054.0,232674,23267410
865941.0,601400,601400
853890.0,484169,48416910
850483.0,706700,706700
34471.0,307260,30726010
1046874.0,267720,26772040
37472.0,476700,476700
33325.0,870825,870825
829608.0,481800,481800
1051628.0,036118,03611890
1055726.0,371916,37191610
720195.0,532192,53219210
1139075.0,00949P,00949P10
1052327.0,18681S,18681S10
108215.0,597700,597700
48821.0,523660,523660
