cik,cusip6,cusip8
1405350.0,984162,98416210
1489137.0,608753,608753
1501162.0,26826N,26826N10
1399095.0,878050,87805020
1107421.0,89365K,89365K20
1497031.0,100053,100053
1411009.0,654877,65487710
1121795.0,37444Q,37444Q10
721693.0,200001,200001
1130888.0,53228J,53228J10
774517.0,027135,02713510
1403243.0,007373,00737310
861370.0,835765,83576510
1031516.0,29413B,29413B10
1093649.0,45166R,45166R
1413898.0,001282,001282
705868.0,08165P,08165P10
1495648.0,118221,11822110
1425597.0,590658,59065810
1389217.0,008316,00831610
1418452.0,29438A,29438A10
1444677.0,G36993,G3699310
1386607.0,100086,100086
1168164.0,137248,13724844
1438673.0,82003D,82003D10
1350421.0,92763L,92763L10
1473597.0,750491,75049110
1342126.0,6178W1,6178W108
1472093.0,470421,47042106
902622.0,4510P5,4510P500
1418862.0,060458,06045891
912844.0,643611,64361110
1228386.0,005000,00500010
1438943.0,524938,52493810
907686.0,12600X,12600X10
907686.0,12600X,12600X16
1416729.0,12642U,12642U10
1108730.0,744425,74442510
1347613.0,871639,87163910
907686.0,1200X1,1200X106
1437260.0,Y62134,Y6213410
1181506.0,72201A,72201A70
1607997.0,670734,67073440
1661181.0,68621F,68621F11
897424.0,67061Q,67061Q86
71557.0,67075V,67075V10
1093248.0,4448XH,4448XH
1697851.0,67012D,67012D10
1591956.0,8481L1,8481L100
1282957.0,36242L,36242L30
1083839.0,67066V,67066V82
1448431.0,760174,76017410
1392902.0,29272J,29272J10
1448397.0,737601,73760137
1400891.0,043436,04343610
896493.0,26140E,26140E10
18172.0,148411,14841130
899752.0,67060D,67060D84
1592560.0,G8675B,G8675B10
1484565.0,92407M,92407M20
933036.0,D95968,D95968
703604.0,520776,520776
1181504.0,72201C,72201C40
1083839.0,67066V,67066V88
854800.0,55328R,55328R
878198.0,670979,67097988
1654595.0,58403P,58403P10
1140392.0,72200R,72200R70
1524190.0,510620,510620
1029730.0,50575Q,50575Q
1058307.0,68558X,68558X
1708055.0,762544,76254410
892992.0,67061W,67061W88
911649.0,85336L,85336L10
1239188.0,370853,37085320
1074769.0,67066X,67066X80
1696355.0,528300,528300
870780.0,670972,67097270
1140411.0,72200N,72200N50
1170299.0,72200W,72200W70
899761.0,67060P,67060P87
1177219.0,67072B,67072B87
1170311.0,72200Y,72200Y40
1685531.0,302682,30268210
1369241.0,706765,70676577
1405858.0,00400H,00400H20
1524190.0,81783J,81783J10
1170300.0,72200M,72200M70
1039757.0,629471,62947110
1565025.0,02319V,02319V10
61398.0,559091,55909160
1597426.0,980557,98055756
1051343.0,041571,04157101
1294435.0,257819,257819
1405663.0,44973V,44973V
1158621.0,928269,92826910
1655075.0,04247X,04247X10
1158387.0,92829M,92829M10
1132597.0,21987A,21987A20
1083446.0,03763A,03763A20
1520047.0,45256L,45256L10
1493712.0,15115X,15115X10
1282224.0,25688M,25688M10
1514888.0,30217D,30217D10
1314152.0,049483,049483
1562039.0,22758A,22758A10
1377149.0,141743,141743
754813.0,29460X,29460X10
1071321.0,142892,142892
817135.0,100004,100004
1628104.0,87944X,87944X
1610601.0,310013,310013
95552.0,251591,25159110
1355790.0,460378,46037820
1534653.0,694873,69487310
1025315.0,90131T,90131T20
1558785.0,12663P,12663P10
1439237.0,53215Y,53215Y10
1353538.0,653243,65324320
1141673.0,314294,31429410
1218683.0,683736,68373610
1489895.0,G0711U,G0711U
931069.0,591673,59167320
1380846.0,26433B,26433B10
353184.0,74265M,74265M20
1428522.0,20010A,20010A10
1340652.0,189720,189720
1521013.0,74586X,74586X20
8411.0,850095,85009510
1392902.0,87876K,87876K10
1427352.0,770647,770647
1027207.0,268820,268820
1760683.0,G2911D,G2911D10
1681206.0,65342T,65342T10
903571.0,38119T,38119T
1759824.0,02128L,02128L10
313625.0,451691,45169110
913659.0,282206,282206
1083087.0,903381,90338110
1123316.0,924237,92423710
1066928.0,59151Q,59151Q10
1104265.0,523364,52336420
1038792.0,886352,88635210
703667.0,62942E,62942E10
920910.0,N44495,N4449510
702167.0,913756,91375610
894538.0,928559,92855910
1045450.0,293805,29380510
1096494.0,702140,70214010
1113401.0,379912,37991210
736314.0,941106,94110610
898172.0,971426,97142610
1071620.0,455907,45590710
1047965.0,612559,612559
894562.0,92824K,92824K20
1092458.0,449934,44993410
845048.0,501273,50127310
97349.0,881694,881694
1118059.0,95058J,95058J10
842906.0,89464M,89464M20
47968.0,00252V,00252V10
1082431.0,698072,69807210
1070985.0,220256,22025610
851697.0,052786,05278630
788738.0,232456,23245620
926287.0,801006,80100610
746631.0,043650,04365030
887310.0,460238,46023810
1071620.0,977383,97738310
719589.0,62942E,62942E20
717014.0,600404,60040410
1004440.0,22002T,22002T10
873540.0,38356Q,38356Q10
740796.0,340632,34063220
818089.0,629421,62942110
351541.0,055355,05535510
1103078.0,93680P,93680P20
752692.0,229469,229469
1101752.0,05106D,05106D20
1108699.0,74340P,74340P10
355300.0,005408,00540810
1090052.0,686156,68615610
810691.0,232985,23298510
45694.0,413648,41364805
885520.0,02145H,02145H10
57139.0,S11062,S1106264
880242.0,67071A,67071A10
1003467.0,F71851,F7185113
944480.0,3622K1,3622K106
1128581.0,82932P,82932P20
940298.0,030439,03043937
791118.0,422256,42225610
1138462.0,049077,04907710
1163968.0,866626,86662610
1027882.0,883261,88326110
1036588.0,34629W,34629W10
1044434.0,343259,34325910
1267636.0,M5296L,M5296L13
1017130.0,10138R,10138R10
1119643.0,67060U,67060U10
1138593.0,740456,74045620
1068179.0,775723,77572310
1022962.0,91729C,91729C10
1108838.0,409649,40964920
944136.0,899432,89943210
825517.0,836171,83617120
1130124.0,17243E,17243E10
916529.0,042682,04268210
947969.0,562716,56271620
846775.0,829205,82920510
845385.0,758824,75882420
873594.0,778303,77830320
1130781.0,02361P,02361P10
1137764.0,675151,67515110
1080709.0,040047,040047
1063568.0,595079,59507910
1070778.0,90268P,90268P10
914373.0,470457,47045730
1052163.0,03304B,03304B10
944948.0,876289,876289
944537.0,639050,63905010
1070778.0,461120,46112010
755113.0,868823,86882310
758256.0,790000,79000010
1044650.0,127907,12790710
851249.0,34963X,34963X10
1104594.0,05866A,05866A20
1161461.0,31446N,31446N10
944310.0,87427Q,87427Q10
1132887.0,81282T,81282T10
805012.0,29406L,29406L10
1265430.0,64125K,64125K10
1170990.0,865511,865511
1108943.0,689040,68904010
922932.0,678669,678669
1265555.0,78464P,78464P20
1038144.0,M01770,M0177010
823560.0,58462R,58462R80
1130951.0,40567U,40567U10
1137764.0,634008,634008
914373.0,470457,47045720
1243496.0,338735,33873510
906448.0,980000,980000
1163963.0,866626,86662610
1030555.0,3500E1,3500E104
851249.0,34963X,34963X20
8328.0,049375,04937510
1074245.0,048624,048624
1379926.0,51811M,51811M10
1088211.0,28027N,28027N10
911801.0,27032B,27032B20
1320760.0,34957j,34957j10
1046649.0,5125BP,5125BP
45694.0,413648,41364830
313337.0,180437,180437
1358652.0,68372W,68372W
1006281.0,68750Q,68750Q20
808464.0,184901,18490130
1081568.0,585529,58552910
745655.0,458443,45844310
1277859.0,82662A,82662A20
1049505.0,91729G,91729G30
797564.0,62941J,62941J10
905428.0,29247A,29247A10
319156.0,777429,77742900
1320760.0,34957J,34957J
108770.0,984002,98400220
1292215.0,16936V,16936V10
46653.0,00371W,00371W10
725929.0,11777J,11777J
1029762.0,09066y,09066y10
1359699.0,373180,37318010
1375483.0,439165,43916510
1383812.0,221147,22114703
1171486.0,63900P,63900P50
50073.0,453578,45357810
822370.0,863092,86309220
1046649.0,Y964L4,Y964L4
1318862.0,48203W,48203W
1209466.0,73935X,73935X34
1368252.0,73158P,73158P10
1371424.0,15642Y,15642Y10
1099332.0,46588E,46588E10
923877.0,704231,70423109
1334741.0,560748,56074810
1323143.0,61732R,61732R10
108770.0,984002,984002
906282.0,674391,67439110
1374756.0,686323,68632310
1265449.0,45818D,45818D10
1002360.0,00388N,00388N10
1289169.0,26959T,26959T
812880.0,63563D,63563D50
1091983.0,34630A,34630A10
1088005.0,86681W,86681W
721693.0,101400,10140030
1082603.0,39167U,39167U10
1261019.0,916741,91674110
1051118.0,88033A,88033A
1354591.0,05500H,05500H10
1321099.0,25400D,25400D10
1203957.0,53223Y,53223Y
1350684.0,46271G,46271G
1374718.0,73933U,73933U10
1082324.0,693153,693153
1015276.0,763991,76399102
1333077.0,450938,45093820
833837.0,651360,651360
768152.0,53222E,53222E20
945634.0,026599,02659910
1169770.0,040175,04017510
1096294.0,710054,710054
1343460.0,60742Q,60742Q10
1172319.0,4373T1,4373T106
1328888.0,358341,35834110
1375623.0,452530,45253010
1318196.0,372060,37206010
317788.0,58448J,58448J10
1213660.0,252441,252441
1104730.0,918458,918458
913590.0,150925,150925
1241199.0,14055X,14055X
1105949.0,023612,02361220
895095.0,45770X,45770X10
1377789.0,41457P,41457P20
1346861.0,897889,89788910
1320691.0,373223,37322310
1126960.0,109696,10969610
1057226.0,72940T,72940T
894651.0,389915,38991510
879911.0,462070,462070
1382696.0,36102A,36102A10
1275011.0,92765V,92765V10
761237.0,45248E,45248E30
1114908.0,98415Y,98415Y30
1091356.0,811729,81172910
1085866.0,625061,62506108
1103544.0,00737E,00737E
850261.0,74838K,74838K10
1158533.0,171263,171263
1173359.0,140677,14067710
1094005.0,201203,201203
1023966.0,895309,895309
1345432.0,226305,22630510
943742.0,92240C,92240C
1332044.0,02451T,02451T10
1388320.0,68274T,68274T10
895380.0,252532,252532
1368568.0,234488,23448810
2809.0,23077R,23077R10
878808.0,33765W,33765W
1275014.0,90385v,90385v10
741017.0,682133,68213310
883907.0,00808Y,00808Y09
1095175.0,81721N,81721N20
890447.0,92861H,92861H10
1026266.0,020527,02052768
1073857.0,53221H,53221H10
1107206.0,020580,02058013
1174295.0,591728,59172810
37848.0,936902,93690240
1015647.0,020527,02052721
1109141.0,020527,02052765
1054303.0,293849,29384910
1111710.0,693576,69357610
745774.0,44913S,44913S10
879764.0,020527,02052745
1169709.0,98147T,98147T
741012.0,68400Y,68400Y10
1136386.0,020527,02052751
727063.0,G69586,G6958610
1061688.0,39677R,39677R10
1024672.0,020527,02052746
1083459.0,25466E,25466E10
928953.0,861921,86192110
788738.0,05459Q,05459Q10
1083004.0,026388,02638840
1107262.0,625306,62530610
318380.0,74460D,74460D
1047540.0,11943W,11943W10
743399.0,020527,02052720
855711.0,554533,55453310
1078629.0,87613A,87613A10
1173942.0,973491,973491
1091953.0,833964,83396410
822076.0,434902,434902
50471.0,31659S,31659S10
1072627.0,020527,02052762
1057550.0,46611G,46611G20
100084.0,020527,02052749
1126561.0,913383,91338310
1018350.0,020527,02052761
1097907.0,452025,45202530
835400.0,589524,58952410
1026700.0,72451L,72451L10
1093242.0,296950,296950
1021096.0,00204P,00204P10
1123312.0,653736,65373610
1177439.0,020527,02052727
1024672.0,020527,02052757
1072971.0,39540P,39540P10
1117095.0,020527,02052719
940181.0,83170A,83170A10
730669.0,812070,81207010
1070394.0,506150,506150
32284.0,686270,68627020
1089874.0,103045,103045
1083146.0,09061D,09061D10
916232.0,068809,068809
767410.0,98151p,98151p
1122535.0,020527,02052759
98618.0,090902,090902
947428.0,47508W,47508W10
1089393.0,469830,46983091
1024564.0,020527,02052774
919461.0,020527,02052754
1166718.0,020527,02052753
771999.0,648726,64872630
1362614.0,66986M,66986M11
1230992.0,55903Q,55903Q
946815.0,545731,54573110
1349371.0,09206P,09206P
889949.0,253335,253335
931784.0,1407N1,1407N104
1444837.0,67572P,67572P10
1289636.0,339757,33975710
1364139.0,855163,85516310
1337826.0,16943A,16943A10
1095751.0,83083D,83083D20
1084702.0,45326M,45326M20
1307345.0,641119,64111910
1028153.0,05460x,05460x10
1312402.0,09254U,09254U10
1100394.0,901185,90118520
1401521.0,910710,910710
1131166.0,787092,78709210
931911.0,032681,03268110
1445235.0,019775,019775
1119807.0,29269B,29269B
1395400.0,29332N,29332N
1415581.0,89582E,89582E
1393066.0,810679,810679
356342.0,64127C,64127C10
1100091.0,014349,01434910
1085254.0,825636,82563610
1410637.0,7495T1,7495T104
32272.0,057755,05775520
1309053.0,75678Q,75678Q40
1169138.0,81726L,81726L10
1312402.0,09254U,09254U
1070336.0,89235K,89235K10
1372183.0,57775M,57775M10
1096613.0,337187,33718710
1349922.0,267897,26789720
1098277.0,987684,98768410
805054.0,641144,64114430
1313918.0,244331,244331
43300.0,390064,390064
909494.0,019223,01922310
916076.0,732841,73284106
1337009.0,382094,382094
924822.0,600551,600551
1006281.0,218352,21835210
1402902.0,G25353,G25353
1221554.0,74163E,74163E
1393526.0,04530W,04530W
904851.0,P9897X,P9897X10
3545.0,016230,016230
83573.0,637277,63727710
811664.0,981423,98142310
835768.0,009499,00949910
720676.0,302134,30213410
217028.0,76242T,76242T10
315852.0,541509,54150910
791027.0,702114,70211420
101281.0,910688,91068810
810021.0,918906,91890620
19411.0,161241,16124110
4962.0,585509,58550910
39547.0,361028,36102810
814479.0,396810,396810
15615.0,122565,12256510
785962.0,513628,51362810
70318.0,431576,43157610
802019.0,046515,04651510
860602.0,436429,43642910
27984.0,247883,24788310
1001316.0,563118,56311840
1088213.0,63009L,63009L10
1145547.0,39741P,39741P10
1427352.0,999999,999999
1503985.0,413248,41324810
1463833.0,22944D,22944D40
1436612.0,G7982P,G7982P
1347510.0,518057,518057
1368265.0,238891,238891
1427352.0,197827,19782742
1428522.0,472290,472290
775158.0,Q42011,Q42011
1429627.0,37950U,37950U20
1449527.0,98583A,98583A10
1366340.0,21254S,21254S
1445883.0,31816P,31816P10
1528558.0,100010,100010
1120434.0,35846A,35846A10
1314183.0,47759G,47759G10
900017.0,884402,88440220
1499467.0,899722,89972210
1420720.0,3886A8,3886A8
1435387.0,803022,80302210
1042351.0,450611,45061100
75439.0,078142,07814210
30197.0,262093,26209310
849291.0,989316,989316
835015.0,244878,24487810
1043412.0,568900,568900
881443.0,973742,97374210
812151.0,59159V,59159V10
105096.0,943567,94356710
873571.0,920135,92013510
802242.0,952829,95282995
353904.0,835758,83575810
55820.0,29358R,29358R10
945027.0,87924H,87924H10
350200.0,007913,00791310
34489.0,307351,30735110
1012130.0,715072,71507210
740876.0,337505,33750510
1066042.0,243666,24366610
1074488.0,664148,66414810
69834.0,791062,791062
720032.0,810022,81002220
1008615.0,852190,85219010
1005730.0,680293,68029310
896726.0,284085,284085
893046.0,76009u,76009u10
856999.0,741872,74187220
803058.0,891511,89151110
861819.0,006705,00670591
719209.0,465141,46514110
879206.0,740474,74047410
835405.0,456702,45670210
945269.0,268920,26892010
106945.0,767597,76759710
793520.0,221234,22123430
854460.0,595112,595112
71106.0,641219,64121910
34285.0,755903,75590310
732152.0,013324,013324
842697.0,521784,52178430
912844.0,71937W,71937W
930436.0,652503,65250310
812149.0,585052,58505210
933730.0,57383M,57383M20
859747.0,844676,84467610
9466.0,22002T,22002T10
893771.0,222864,22286410
854661.0,420258,42025810
896726.0,865073,86507310
919274.0,917325,91732510
867713.0,723640,72364010
1084122.0,03462X,03462X10
883787.0,88553J,88553J10
85388.0,973491,973491
814050.0,278864,27886430
925050.0,P3642B,P3642B16
1044651.0,74046J,74046J10
925739.0,34460E,34460E10
926866.0,973491,973491
1095175.0,91274D,91274D10
3642.0,016752,01675210
69633.0,200000,200000
1211464.0,28659T,28659T20
1077150.0,81948R,81948R20
1068843.0,027717,02771710
764765.0,661564,66156410
857470.0,12329W,12329W10
1114749.0,46262M,46262M10
1200598.0,87927W,87927W10
1166220.0,46622H,46622H10
730169.0,458153,45815303
810029.0,86600T,86600T10
1077170.0,49925F,49925F10
1093819.0,589844,58984410
1101239.0,229469,229469
1115954.0,8948GR,8948GR10
1126577.0,09608Q,09608Q10
895648.0,973491,973491
1131806.0,200693,20069310
934796.0,00484N,00484N10
1161125.0,059504,05950410
885475.0,125000,125000
18937.0,005372,00537271
1065581.0,339752,33975210
1132446.0,030042,03004217
1002554.0,102000,102000
1028065.0,371601,37160110
101063.0,025932,02593210
1021097.0,29089V,29089V10
767410.0,98151p,98151p10
911215.0,973491,973491
47254.0,74338W,74338W10
1052341.0,88833S,88833S10
1074142.0,88362k,88362k10
912393.0,973491,973491
1063111.0,75102Q,75102Q10
1045986.0,M26763,M2676310
906113.0,973491,973491
78003.0,92823R,92823R20
898770.0,902958,90295810
1025996.0,973491,973491
65358.0,412293,41229310
1145761.0,42722V,42722V20
903127.0,973491,973491
891389.0,682676,682676
1065506.0,612071,61207110
906345.0,973491,973491
754921.0,695810,69581010
1132446.0,607790,607790
930548.0,973491,973491
1025134.0,461181,46118103
910612.0,973491,973491
1110384.0,62944W,62944W20
1103640.0,749052,74905210
912242.0,973491,973491
812491.0,030003,03000351
879101.0,973491,973491
846926.0,811991,81199194
1119697.0,13011P,13011P10
1131903.0,36112Y,36112Y20
1058307.0,27885D,27885D
1401371.0,16949Y,16949Y10
1428397.0,60249A,60249A10
1384929.0,126729,12672910
1107998.0,18682T,18682T20
1487685.0,392485,39248530
1373024.0,40204A,40204A10
1486452.0,553094,55309410
1001838.0,314067,314067
1206133.0,20452J,20452J
1357594.0,18450T,18450T10
1280821.0,451526,45152620
1058027.0,85815M,85815M10
1379785.0,895848,89584810
704366.0,561508,561508
860518.0,139439,139439
55805.0,65686Y,65686Y10
1101246.0,878214,87821410
1368765.0,53626W,53626W
1382219.0,18451B,18451B10
1108630.0,20343G,20343G10
1449709.0,970555,97055510
1404675.0,179360,179360
1468780.0,73937Y,73937Y10
1434994.0,827736,82773610
1296286.0,54304R,54304R10
1278140.0,64128M,64128M10
802206.0,34958T,34958T10
1367617.0,232496,23249620
1481199.0,24764C,24764C
1071337.0,1077ZX,1077ZX
1322734.0,00765H,00765H
1040227.0,529473,529473
1473334.0,860261,86026110
857872.0,09068B,09068B20
1372954.0,40052N,40052N10
1203748.0,37373P,37373P
1029145.0,G39637,G3963710
1521847.0,586048,58604810
73048.0,111381,11138110
1374536.0,58509R,58509R10
1603345.0,30606B,30606B10
90721.0,490560,49056020
1390072.0,000186,00018632
891037.0,09255A,09255A40
1585064.0,315785,31578510
860518.0,465647,46564730
1385818.0,77813Q,77813Q10
779956.0,3118E1,3118E108
1335103.0,74365B,74365B10
1499268.0,U358BK,U358BK
890821.0,84725L,84725L30
1084597.0,984189,984189
929545.0,86852R,86852R10
887590.0,914385,914385
1048055.0,71943E,71943E10
1470157.0,200121,200121
1390072.0,000186,00018635
1485029.0,408538,408538
1081745.0,45825X,45825X10
1619762.0,G4863A,G4863A10
1053988.0,09254X,09254X70
1575913.0,38100U,38100U10
1598924.0,419336,41933610
1375387.0,914385,914385
789606.0,900251,90025190
1096275.0,35180V,35180V10
1099728.0,825784,82578410
1080627.0,91830A,91830A10
1483935.0,29246G,29246G10
1547521.0,29282Q,29282Q10
1290476.0,92705T,92705T20
816951.0,731069,73106910
782998.0,431692,43169210
797565.0,747262,74726210
722079.0,152640,152640
873397.0,153672,15367210
86115.0,389125,389125
83394.0,761185,76118540
823870.0,059029,05902910
707706.0,68163E,68163E10
823870.0,32054T,32054T
797565.0,437351,43735110
92230.0,843444,843444
785022.0,497660,49766010
1099674.0,0431R4,0431R405
822370.0,008443,008443
1229089.0,26144D,26144D10
1020825.0,60253L,60253L
1024022.0,198062,198062
814286.0,36237L,36237L10
1138867.0,03840K,03840K20
1051066.0,830869,83086910
916545.0,009000,009000
712511.0,984215,98421510
895810.0,011541,01154158
1123425.0,64110A,64110A10
1084899.0,87306T,87306T10
1020676.0,049567,04956710
1137067.0,419038,419038
27751.0,339099,33909910
91388.0,832248,83224895
93003.0,849169,84916910
1041652.0,45325S,45325S10
1055313.0,75405N,75405N
1141222.0,798212,79821220
779544.0,011591,01159168
939187.0,275411,275411
1101046.0,81412P,81412P20
752431.0,941115,941115
939187.0,465224,46522410
1087934.0,124276,12427610
1124111.0,65336D,65336D10
1170848.0,54220T,54220T10
1268947.0,54985P,54985P
941625.0,267924,26792410
1075993.0,88024N,88024N10
1104252.0,233162,23316239
1240441.0,20854T,20854T10
1068132.0,867281,86728110
1060801.0,189720,189720
878731.0,011661,01166124
919173.0,M82400,M8240010
1144130.0,00786T,00786T10
1160414.0,82773R,82773R20
817161.0,011637,01163710
1168940.0,87868V,87868V20
732712.0,936750,93675010
806384.0,477427,47742710
79661.0,737212,73721210
1345059.0,87583U,87583U
1166414.0,071106,071106
1363533.0,207330,20733010
1166414.0,19074Y,19074Y
1074245.0,469001,469001
1331427.0,330013,330013
1086141.0,037534,03753410
1012316.0,00106F,00106F20
1221554.0,00211A,00211A10
889211.0,361041,36104100
1214933.0,56219P,56219P10
1328300.0,925490,925490
1309055.0,983682,98368220
1045986.0,364414,36441410
312065.0,340689,340689
1081834.0,16945T,16945T
1044490.0,69372L,69372L85
1331427.0,932353,93235310
1157004.0,08771R,08771R10
1095070.0,106786,106786
1338578.0,730508,73050810
1018952.0,1000mg,1000mg
1096656.0,05359R,05359R10
922358.0,315293,315293
1268236.0,97654B,97654B10
1114908.0,157588,15758810
1368569.0,496821,49682110
1046649.0,E41222,E4122211
1381059.0,29256R,29256R10
918964.0,46048V,46048V10
1158722.0,25402T,25402T
69671.0,652903,65290310
1337261.0,27885L,27885L
1279529.0,903441,903441
320333.0,440506,440506
1179651.0,031539,03153910
1046649.0,Y96806,Y96806
1060910.0,370304,37030410
1292087.0,784097,78409710
1308137.0,09250Y,09250Y
1082249.0,007635,00763510
352710.0,M34444,M34444
1324207.0,361402,36140220
857694.0,816344,81634410
1089874.0,121019,121019
1136893.0,49455P,49455P
857737.0,451055,451055
1091294.0,040116,040116
1353637.0,83589A,83589A
1311953.0,00772P,00772P10
1027324.0,595440,59544010
931496.0,H00392,H0039231
1120088.0,36114J,36114J20
704384.0,09069l,09069l10
1168397.0,69422R,69422R
893821.0,623085,623085
811240.0,411307,41130710
1602367.0,066855,06685510
1394638.0,554142,55414210
1133062.0,470773,47077310
1576724.0,98977G,98977G
1331284.0,117438,117438
1403802.0,848543,84854394
1296484.0,Y8897Y,Y8897Y15
1597426.0,201203,201203
1037390.0,299890,29989010
1506492.0,86782U,86782U30
1450708.0,052093,05209310
1491829.0,02077H,02077H10
1487198.0,R00137,R00137
879361.0,09253W,09253W88
1354591.0,71639C,71639C10
1583077.0,44107J,44107J10
1670869.0,77471R,77471R10
1045126.0,09254P,09254P70
1004673.0,29383V,29383V20
1099234.0,45331T,45331T20
704562.0,713661,71366140
1084554.0,53224K,53224K20
1572552.0,04624N,04624N
1532595.0,411413,41141310
1122491.0,068912,068912
1601072.0,1077ZX,1077ZX
1038186.0,09255C,09255C70
814676.0,12619F,12619F10
1630212.0,05344R,05344R10
725876.0,36077T,36077T
1396877.0,911783,91178310
949428.0,18449C,18449C50
1514242.0,251091,25109170
1330421.0,87582Y,87582Y10
822997.0,46010T,46010T10
1527762.0,98212L,98212L
1101680.0,23305L,23305L10
1595761.0,310013,310013
1500305.0,09605L,09605L
1582966.0,16411W,16411W10
1115837.0,125009,125009
1091596.0,67059V,67059V20
77159.0,70788V,70788V
822370.0,62857N,62857N10
1177219.0,67072B,67072B80
1623077.0,641119,64111910
1063197.0,23127Q,23127Q10
1679426.0,00215H,00215H10
725876.0,36077T,36077T10
1660078.0,29261D,29261D10
1054624.0,126280,12628010
1623590.0,92849Y,92849Y10
1102392.0,78026P,78026P
1195737.0,670657,67065787
1083839.0,67066V,67066V84
941604.0,670070,67007010
1603207.0,968831,96883109
700565.0,320866,320866
1650203.0,C964NK,C964NK
1532079.0,741865,74186510
1493040.0,64704U,64704U30
1606699.0,00215H,00215H10
1107694.0,187403,18740346
276283.0,299096,299096
870780.0,670972,67097287
899752.0,67060D,67060D86
1445175.0,431106,43110610
1575420.0,553082,55308210
1460329.0,19241Q,19241Q10
1688372.0,554142,55414210
60714.0,8156W8,8156W8
1687187.0,75134P,75134P30
792935.0,394811,39481110
1494319.0,238891,238891
1382231.0,86336W,86336W20
1627377.0,20786J,20786J10
1585755.0,320498,32049820
1502152.0,55200H,55200H
1596961.0,781386,781386
1412095.0,G80751,G8075112
1282224.0,25688M,25688M
14177.0,108763,10876310
844856.0,922099,92209970
1135951.0,110062,110062
1450390.0,05758P,05758P10
1017968.0,720279,72027910
1527636.0,200120,200120
1001614.0,740294,74029430
1610466.0,822634,822634
1032863.0,409100,409100
835951.0,00207F,00207F10
868575.0,269329,26932910
728330.0,449244,44924410
1016504.0,163527,16352720
1050578.0,64107P,64107P10
945127.0,051629,05162910
1015577.0,12594S,12594S10
775368.0,017161,01716108
784961.0,G93263,G9326310
861184.0,930569,93056910
1020333.0,678034,67803420
725394.0,95244U,95244U10
69499.0,706867,70686710
83530.0,961754,96175410
708367.0,92201B,92201B10
763730.0,027660,02766010
350678.0,904674,90467410
96699.0,491060,491060
354813.0,000000,00000000
891105.0,147590,14759010
932980.0,456753,456753
949369.0,3622H1,3622H101
1016393.0,243592,24359230
832404.0,402901,40290120
839871.0,458144,45814410
1022916.0,114259,11425910
922821.0,368689,36868910
350129.0,911901,91190110
1026734.0,261384,26138410
1027229.0,100029,100029
12388.0,092036,09203610
319237.0,156913,15691330
727207.0,004304,00430410
1057570.0,529905,52990510
866121.0,427056,42705610
1064769.0,00207F,00207F10
278314.0,046831,046831
930686.0,052482,05248210
53320.0,677134,67713410
353356.0,45765C,45765C10
913015.0,758865,75886520
921941.0,582445,58244510
11027.0,146285,14628510
1005974.0,054529,05452920
906549.0,831028,831028
805009.0,100576,10057610
857559.0,745860,74586010
96699.0,427280,427280
230602.0,532776,53277610
804191.0,92039J,92039J10
883982.0,292962,29296210
732152.0,748372,74837230
898624.0,62938D,62938D10
775351.0,404425,40442550
1023519.0,593261,59326110
1049347.0,894745,89474520
925376.0,74838A,74838A10
836123.0,795517,795517
1061233.0,64121V,64121V10
1064417.0,501296,50129610
745756.0,020799,02079910
1024022.0,81174P,81174P30
755465.0,799778,79977820
1060753.0,4623H1,4623H102
28367.0,89614K,89614K
716101.0,294592,29459240
1158201.0,528874,52887410
922521.0,74833H,74833H10
1303497.0,141647,14164710
54003.0,480829,480829
1135711.0,6418B1,6418B100
1345840.0,444398,444398
1103086.0,029155,02915510
1117458.0,671106,671106
1050957.0,07301P,07301P10
1263981.0,121579,12157910
1260221.0,893641,893641
1075756.0,550367,55036710
4164.0,020825,020825
19252.0,101000,101000
27613.0,243631,24363110
1289255.0,454084,45408410
1174891.0,91678P,91678P10
352710.0,904808,90480830
1258786.0,59317W,59317W10
1253557.0,86770P,86770P10
1300744.0,54140V,54140V20
1138173.0,21049V,21049V20
799097.0,79781B,79781B
1039213.0,806403,806403
1084182.0,45252S,45252S20
1145061.0,98935M,98935M10
1326780.0,50047L,50047L10
1297203.0,40430N,40430N10
99614.0,895436,89543610
846909.0,293637,29363740
1304994.0,87235A,87235A
1123457.0,043781,04378169
712034.0,021001,02100103
1000209.0,125000,125000
705868.0,038243,03824330
1298093.0,963900,96390010
1081078.0,17180K,17180K10
1060490.0,221009,221009
1064015.0,03073H,03073H11
1124139.0,722386,722386
831980.0,288742,28874210
1298824.0,25385J,25385J10
1012159.0,887151,88715120
1168375.0,98382P,98382P20
1076700.0,928234,92823410
786344.0,363127,36312720
1001604.0,291005,291005
1309140.0,90342H,90342H
715095.0,120681,12068113
1021444.0,36242E,36242E
928447.0,362900,36290020
1348610.0,049505,04950510
838133.0,108000,108000
1108943.0,40222R,40222R10
49029.0,595094,59509410
1062019.0,941105,941105
1078099.0,74833W,74833W
813639.0,218002,21800210
1354591.0,71639B,71639B10
1296484.0,Y8897Y,Y8897Y50
1534525.0,117036,117036
829365.0,G63907,G6390710
1575793.0,757700,757700
1042418.0,42278K,42278K10
1517496.0,100084,100084
1381240.0,39340L,39340L
1620179.0,7874U1,7874U101
1562107.0,Y59514,Y5951410
924805.0,050059,050059
913059.0,07329M,07329M10
1235511.0,56165R,56165R40
